avgTricks,S_TotalPoints,W_TotalPoints,N_TotalPoints,E_TotalPoints,S_unprot,W_unprot,N_unprot,E_unprot,S_pos,W_pos,N_pos,E_pos,S_Len_Trump,W_Len_Trump,N_Len_Trump,E_Len_Trump,S_Ace_Rat,W_Ace_Rat,N_Ace_Rat,E_Ace_Rat,trump
10,2,1,1,1,Q,,,,FALSE,FALSE,FALSE,TRUE,4,3,4,2,0,0,0,0,H
12,0,1,1,3,J,,Q,,FALSE,FALSE,TRUE,FALSE,2,6,3,2,0,0,0,0,D
6,1,1,2,1,J,Q,,,TRUE,TRUE,FALSE,FALSE,1,4,3,5,0,0,0,0,S
12,1,1,2,1,J,Q,,,TRUE,TRUE,FALSE,FALSE,5,2,5,1,0,0,0,0,H
9,0,2,1,1,J,,,,TRUE,TRUE,TRUE,FALSE,3,3,5,2,0,0,0,0,S
9,0,2,1,1,J,,,,TRUE,TRUE,TRUE,FALSE,3,4,2,4,0,0,0,0,D
11,0,1,3,0,,,J,,TRUE,TRUE,FALSE,FALSE,4,0,6,3,0,0,0,0,S
9,2,1,1,1,,,,J,FALSE,FALSE,TRUE,TRUE,4,2,5,2,0,0,0,0,S
9,2,1,1,1,,,,J,FALSE,FALSE,TRUE,TRUE,4,2,5,2,0,0,0,0,S
8,1,2,1,1,,J,,Q,TRUE,FALSE,FALSE,TRUE,2,4,2,5,0,0,0,0,S
8,3,0,1,2,,J,J,Q,FALSE,FALSE,TRUE,TRUE,0,3,4,6,0,0,0,0,H
10,3,0,1,2,,J,J,Q,FALSE,FALSE,TRUE,TRUE,6,3,2,2,0,0,0,0,C
10,2,3,0,0,QJ,Q,JJ,J,TRUE,FALSE,FALSE,TRUE,2,5,3,3,0,0,0,0,C
11,2,3,0,0,QJ,Q,JJ,J,TRUE,FALSE,FALSE,TRUE,2,5,3,3,0,0,0,0,C
9,1,1,2,1,,,J,J,TRUE,TRUE,TRUE,FALSE,4,2,4,3,0,0,0,0,S
10,1,1,2,1,,,J,J,TRUE,TRUE,TRUE,FALSE,4,2,4,3,0,0,0,0,S
11,2,2,2,1,Q,,,,TRUE,TRUE,FALSE,TRUE,6,1,5,1,0,0,0,1,C
9,1,2,1,0,,J,,Q,TRUE,FALSE,FALSE,TRUE,3,2,6,2,0,0,0,0,S
10,1,2,1,0,,J,,Q,TRUE,FALSE,FALSE,TRUE,3,2,6,2,0,0,0,0,S
8,3,0,1,1,J,,J,,FALSE,FALSE,TRUE,TRUE,4,1,4,4,0,0,0,0,S
8,1,2,2,1,,,,J,TRUE,TRUE,FALSE,FALSE,3,5,3,2,0,0,0,0,S
8,1,2,1,1,,,,,TRUE,TRUE,FALSE,TRUE,2,6,1,4,0,0,0,0,S
10,1,2,1,1,JJ,Q,,,TRUE,FALSE,TRUE,TRUE,3,3,2,5,0,0,0,0,H
9,2,2,1,1,,J,,,TRUE,FALSE,FALSE,TRUE,4,2,5,2,0,0,0,0,H
10,2,1,1,2,Q,,J,,FALSE,FALSE,TRUE,TRUE,8,1,1,3,0,0,0,0,S
11,0,3,2,1,,Q,J,Q,TRUE,TRUE,TRUE,FALSE,2,4,3,4,0,0,0,0,H
10,1,2,2,0,,JJ,,,TRUE,TRUE,FALSE,TRUE,3,2,6,2,0,0,0,0,C
8,1,0,1,3,,,,,FALSE,FALSE,TRUE,TRUE,2,3,2,6,1,1,0,0,S
11,2,1,2,0,,,J,,TRUE,TRUE,FALSE,TRUE,5,3,3,2,0,0,0,0,S
10,1,3,1,0,,,,J,TRUE,FALSE,FALSE,FALSE,2,4,2,5,0,0,0,0,H
8,1,1,3,1,,,QJ,J,FALSE,TRUE,FALSE,FALSE,3,3,4,3,0,0,0,0,S
13,1,2,1,2,,J,,J,TRUE,FALSE,TRUE,FALSE,1,3,2,7,0,0,0,0,S
11,1,2,1,2,,Q,JJ,,TRUE,TRUE,TRUE,FALSE,1,4,2,6,0,0,0,0,S
8,1,1,3,1,JQ,,J,,FALSE,TRUE,FALSE,FALSE,5,1,4,3,0,0,0,0,C
10,2,2,1,1,,J,,J,TRUE,FALSE,FALSE,TRUE,2,6,2,3,0,0,0,0,S
7,1,2,2,1,,,,,TRUE,TRUE,FALSE,FALSE,2,4,3,4,0,0,0,0,H
11,2,1,1,1,J,J,,J,TRUE,TRUE,FALSE,TRUE,7,1,3,2,0,0,0,0,C
8,2,1,1,1,J,QJ,J,,TRUE,FALSE,FALSE,TRUE,2,1,6,4,0,0,0,0,S
10,1,1,1,2,QJ,,,,FALSE,FALSE,TRUE,TRUE,2,4,2,5,0,0,0,0,S
8,1,1,1,2,,,,,FALSE,TRUE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
11,2,0,2,1,,,,J,FALSE,TRUE,FALSE,TRUE,5,3,4,1,1,0,0,0,H
10,3,1,1,1,,,Q,,FALSE,FALSE,FALSE,TRUE,4,2,4,3,0,0,0,0,S
13,0,3,1,3,,Q,,,TRUE,FALSE,TRUE,FALSE,0,2,3,8,0,0,0,0,D
11,2,1,2,1,,,,,FALSE,TRUE,FALSE,TRUE,5,2,5,1,0,0,0,0,H
9,1,2,1,1,,,J,,TRUE,TRUE,FALSE,FALSE,3,6,3,1,0,0,0,0,H
10,2,1,2,1,Q,K,,J,FALSE,TRUE,FALSE,TRUE,4,1,5,3,0,0,0,0,C
7,2,2,1,1,,,JQ,,TRUE,FALSE,FALSE,TRUE,3,3,1,6,0,0,0,0,S
10,2,1,2,1,,,,K,FALSE,TRUE,FALSE,TRUE,6,1,3,3,0,0,0,0,H
8,1,3,2,0,,,J,,TRUE,TRUE,FALSE,FALSE,2,6,2,3,0,1,0,0,D
8,1,1,2,2,,,Q,J,FALSE,TRUE,TRUE,TRUE,2,1,6,4,0,0,0,0,S
8,1,1,2,1,Q,Q,QJ,J,TRUE,TRUE,FALSE,TRUE,2,3,3,5,0,1,0,0,S
7,1,2,1,1,,J,,JJ,TRUE,TRUE,FALSE,TRUE,2,4,3,4,0,0,0,0,H
12,0,2,0,3,J,Q,,QJ,TRUE,FALSE,TRUE,FALSE,2,6,2,3,0,0,1,0,C
8,1,1,2,1,,,JQ,Q,TRUE,TRUE,FALSE,FALSE,4,2,3,4,1,0,0,0,S
9,1,2,2,0,,,J,,TRUE,TRUE,FALSE,FALSE,3,1,6,3,0,0,0,1,H
9,1,1,1,1,,,,J,TRUE,TRUE,FALSE,TRUE,5,1,4,3,1,0,0,0,S
9,1,1,1,2,,,,,TRUE,TRUE,TRUE,FALSE,6,2,4,1,0,0,0,0,D
9,1,1,3,1,Q,,Q,,TRUE,TRUE,FALSE,FALSE,2,2,5,4,0,1,0,0,H
9,1,1,2,2,,,,,FALSE,TRUE,TRUE,FALSE,3,0,6,4,0,0,0,0,S
11,1,3,1,1,J,,,J,TRUE,FALSE,FALSE,FALSE,3,4,2,4,0,0,0,0,S
13,2,1,2,0,,,J,,FALSE,TRUE,FALSE,TRUE,4,2,5,2,0,0,0,0,C
8,2,1,1,2,,,J,,TRUE,FALSE,TRUE,TRUE,1,3,4,5,0,0,0,0,S
10,1,1,3,1,,,JJ,Q,TRUE,TRUE,FALSE,FALSE,1,3,7,2,0,0,0,0,H
11,0,3,2,1,J,,Q,J,TRUE,TRUE,FALSE,FALSE,3,3,1,6,1,0,0,0,H
12,0,2,2,1,J,,QJ,J,TRUE,TRUE,TRUE,FALSE,2,6,2,3,1,0,0,0,H
8,2,1,1,1,Q,,J,,TRUE,FALSE,FALSE,TRUE,5,1,5,2,0,0,0,0,S
7,1,2,1,1,Q,QJ,J,,TRUE,FALSE,FALSE,TRUE,3,5,2,3,0,0,0,0,S
7,1,2,1,1,,J,J,QJ,TRUE,FALSE,TRUE,TRUE,1,5,3,4,1,0,0,0,H
6,2,0,1,2,JJ,Q,,,FALSE,FALSE,TRUE,TRUE,3,2,3,5,0,0,0,0,S
11,2,0,2,2,JQ,,J,Q,FALSE,TRUE,TRUE,TRUE,6,3,2,2,0,0,0,0,H
10,2,1,2,1,Q,,J,,FALSE,TRUE,FALSE,TRUE,5,3,3,2,0,0,0,0,H
9,2,1,2,1,J,J,K,,FALSE,TRUE,FALSE,TRUE,4,2,4,3,0,0,0,0,S
10,0,2,1,2,,J,,J,TRUE,FALSE,TRUE,FALSE,2,5,1,5,1,0,0,0,S
10,2,1,1,1,,,,,TRUE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
11,2,1,1,1,,,K,Q,FALSE,FALSE,FALSE,TRUE,2,2,7,2,0,0,0,0,S
10,2,2,1,1,,,J,,TRUE,FALSE,FALSE,TRUE,5,2,5,1,0,0,0,0,H
11,2,1,2,1,,,,J,FALSE,TRUE,FALSE,TRUE,5,3,4,1,0,0,0,0,C
12,3,2,1,0,,J,,,TRUE,FALSE,FALSE,TRUE,2,3,5,3,0,0,0,1,H
12,3,0,3,1,,K,JJ,,FALSE,TRUE,FALSE,TRUE,4,2,4,3,1,0,0,0,S
11,2,1,2,0,,,,,FALSE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
9,2,1,1,1,Q,,,,FALSE,FALSE,FALSE,TRUE,4,2,5,2,0,0,0,0,S
12,1,1,2,1,J,Q,,,TRUE,TRUE,FALSE,FALSE,5,2,5,1,0,0,0,0,H
10,1,1,1,3,,J,Q,,FALSE,FALSE,TRUE,TRUE,3,2,2,6,0,0,0,0,D
9,0,2,1,1,J,,,,TRUE,TRUE,TRUE,FALSE,3,4,2,4,0,0,0,0,D
11,0,1,3,0,,,J,,TRUE,TRUE,FALSE,FALSE,4,0,6,3,0,0,0,0,S
10,2,1,1,1,,,,J,FALSE,FALSE,TRUE,TRUE,4,2,5,2,0,0,0,0,S
9,1,2,1,1,,J,,Q,TRUE,FALSE,FALSE,TRUE,3,3,5,2,0,0,0,0,H
10,2,2,1,1,,J,,J,TRUE,FALSE,FALSE,FALSE,9,1,3,0,0,0,0,0,S
11,1,3,0,1,,Q,J,J,TRUE,FALSE,FALSE,FALSE,2,4,3,4,0,0,0,0,H
10,2,2,2,1,,,,K,FALSE,TRUE,FALSE,TRUE,4,2,5,2,0,0,0,0,H
11,2,2,2,0,Q,,QJ,,TRUE,TRUE,FALSE,TRUE,2,2,6,3,0,0,0,1,S
12,1,0,2,2,,J,Q,J,FALSE,TRUE,TRUE,TRUE,2,3,6,2,0,0,0,0,S
9,1,2,2,0,,,J,J,TRUE,TRUE,FALSE,FALSE,5,3,3,2,0,0,0,0,S
7,0,1,1,2,,J,,,TRUE,TRUE,TRUE,FALSE,6,3,1,3,0,0,1,0,S
9,2,0,1,2,QJ,JJ,,Q,FALSE,TRUE,TRUE,TRUE,4,2,4,3,0,0,0,0,S
10,0,1,3,1,,,,QJ,FALSE,TRUE,TRUE,FALSE,5,2,3,3,0,0,0,0,H
10,2,2,1,1,J,,,J,TRUE,FALSE,FALSE,TRUE,5,1,4,3,0,0,0,0,H
9,0,1,1,3,J,Q,K,,FALSE,FALSE,TRUE,FALSE,4,5,1,3,0,0,0,1,S
11,2,2,1,1,,Q,,,TRUE,FALSE,FALSE,TRUE,4,2,5,2,0,0,1,0,H
12,3,1,1,0,,,JJ,Q,FALSE,TRUE,FALSE,TRUE,5,1,4,3,0,1,0,0,H
9,2,2,0,1,,,,J,TRUE,FALSE,TRUE,TRUE,3,4,3,3,0,0,1,0,S
10,2,2,0,1,,,,J,TRUE,FALSE,TRUE,TRUE,2,5,2,4,0,0,1,0,D
10,3,1,1,0,,,J,,TRUE,FALSE,FALSE,TRUE,5,3,3,2,0,0,0,1,S
9,2,1,0,2,,,,JJ,TRUE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,C
8,3,2,0,0,,,,,TRUE,FALSE,FALSE,TRUE,4,4,4,1,0,0,0,0,H
10,1,2,1,1,QQ,K,,J,TRUE,FALSE,TRUE,FALSE,4,6,1,2,0,0,1,0,S
9,3,1,0,1,,,,,FALSE,FALSE,TRUE,TRUE,4,1,5,3,0,0,0,0,C
9,0,2,2,1,J,,J,,TRUE,TRUE,FALSE,FALSE,3,5,1,4,0,0,0,0,D
12,2,0,2,1,,,,J,FALSE,TRUE,FALSE,TRUE,2,3,6,2,0,0,0,0,S
11,1,0,3,1,,JQ,Q,JJ,FALSE,TRUE,FALSE,TRUE,3,3,5,2,0,0,0,0,H
9,1,2,1,1,JQ,J,,Q,TRUE,FALSE,TRUE,FALSE,5,3,0,5,0,0,0,0,S
6,1,3,1,0,,,,J,TRUE,FALSE,FALSE,TRUE,2,4,5,2,0,0,0,0,S
6,1,3,1,1,,,,J,TRUE,FALSE,FALSE,TRUE,4,0,3,6,0,0,0,0,H
7,1,3,1,0,,,,J,TRUE,FALSE,FALSE,TRUE,2,4,5,2,0,0,0,0,S
11,1,2,0,2,,,J,Q,TRUE,FALSE,TRUE,TRUE,2,3,3,5,0,0,0,0,H
11,2,0,3,1,QJ,,,,FALSE,TRUE,FALSE,TRUE,5,0,3,5,0,1,0,0,S
8,1,2,1,1,J,,,,TRUE,FALSE,FALSE,FALSE,3,4,2,4,0,0,0,0,S
9,2,2,1,1,J,,Q,,TRUE,FALSE,TRUE,TRUE,3,5,2,3,0,0,0,0,S
11,2,1,2,1,Q,J,,Q,FALSE,TRUE,FALSE,TRUE,5,1,5,2,0,0,0,0,S
10,1,2,1,2,,,,,TRUE,FALSE,TRUE,FALSE,1,5,2,5,1,0,0,0,S
9,1,1,1,1,,,,J,TRUE,TRUE,TRUE,FALSE,3,2,5,3,1,0,0,0,H
10,1,1,1,2,,,,,FALSE,FALSE,TRUE,TRUE,2,6,2,3,0,0,0,0,C
10,0,1,2,2,JJ,Q,JQ,,FALSE,TRUE,TRUE,FALSE,3,4,2,4,0,0,0,0,H
13,0,2,1,3,,Q,J,,TRUE,FALSE,TRUE,FALSE,3,5,1,4,0,0,0,0,H
10,2,1,2,1,,,,J,TRUE,TRUE,FALSE,TRUE,4,2,6,1,0,0,0,0,H
9,1,1,1,2,J,,,,FALSE,TRUE,TRUE,FALSE,4,2,5,2,0,0,0,0,H
10,2,1,1,3,Q,,,,FALSE,FALSE,TRUE,TRUE,2,4,1,6,0,0,0,0,D
9,3,1,1,1,,,J,,TRUE,FALSE,FALSE,TRUE,6,0,3,4,0,0,0,0,S
9,2,1,1,1,JQ,Q,,J,FALSE,TRUE,FALSE,TRUE,6,2,2,3,0,0,0,1,C
10,1,2,1,1,,,,J,TRUE,TRUE,TRUE,FALSE,1,5,3,4,0,0,1,0,S
13,1,1,1,3,Q,,QK,,FALSE,FALSE,TRUE,FALSE,2,5,1,5,0,0,0,0,H
11,2,3,0,1,J,,J,,TRUE,FALSE,FALSE,TRUE,3,4,1,5,0,0,0,0,S
12,1,0,3,1,,Q,K,,FALSE,TRUE,TRUE,TRUE,3,2,5,3,0,0,0,0,H
10,1,1,0,2,,J,,,TRUE,FALSE,TRUE,TRUE,3,4,2,4,0,0,0,0,S
10,2,1,2,1,,,J,Q,FALSE,TRUE,FALSE,TRUE,3,1,5,4,0,0,0,0,H
9,1,3,2,0,JJ,,Q,,TRUE,TRUE,FALSE,FALSE,3,5,2,3,0,0,0,1,H
10,2,1,2,1,J,,K,J,FALSE,TRUE,FALSE,TRUE,5,3,4,1,0,0,0,0,H
9,1,2,2,0,JQ,,,J,TRUE,TRUE,FALSE,FALSE,6,2,3,2,0,0,0,0,S
10,1,0,3,1,J,,,,FALSE,TRUE,TRUE,FALSE,4,3,4,2,0,0,0,0,C
10,3,0,1,2,Q,,,,FALSE,FALSE,TRUE,TRUE,5,4,3,1,0,0,0,0,H
10,1,1,1,3,J,,,,FALSE,FALSE,TRUE,FALSE,3,2,2,6,0,0,0,0,S
10,1,1,2,2,J,Q,J,,FALSE,TRUE,TRUE,FALSE,1,7,2,3,0,0,0,1,H
10,2,2,1,1,J,J,Q,J,TRUE,FALSE,FALSE,TRUE,7,2,1,3,0,0,0,0,S
10,3,2,1,0,,,,,TRUE,FALSE,FALSE,TRUE,3,3,5,2,0,0,0,0,S
11,3,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,6,1,2,4,0,0,0,0,C
10,3,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,6,1,2,4,0,0,0,0,C
8,3,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,3,2,4,4,0,0,0,0,H
10,3,2,1,0,,,,,TRUE,FALSE,FALSE,TRUE,3,3,5,2,0,0,0,0,S
10,3,2,1,1,,,,,TRUE,FALSE,FALSE,TRUE,6,1,2,4,0,0,0,0,C
13,1,2,3,0,QJ,KJ,,,TRUE,TRUE,FALSE,FALSE,6,1,2,4,0,0,0,1,S
9,2,1,1,2,,,J,,FALSE,FALSE,TRUE,TRUE,4,4,1,4,0,0,0,0,S
8,1,2,1,1,J,,Q,,TRUE,TRUE,FALSE,FALSE,1,4,5,3,0,0,0,0,H
6,1,2,2,0,J,Q,,,TRUE,TRUE,FALSE,FALSE,4,4,3,2,0,0,0,0,C
11,2,2,1,1,,K,,,TRUE,FALSE,FALSE,TRUE,4,3,6,0,1,0,0,0,S
10,2,2,1,1,,,,,TRUE,FALSE,TRUE,TRUE,2,4,3,4,0,0,0,0,H
9,2,0,2,1,,,QJ,,FALSE,TRUE,TRUE,TRUE,4,0,6,3,0,0,0,0,S
11,1,1,1,2,,Q,J,,FALSE,FALSE,TRUE,TRUE,2,7,2,2,0,0,0,0,H
10,1,1,1,2,,Q,J,,FALSE,FALSE,TRUE,TRUE,2,7,2,2,0,0,0,0,H
9,1,1,2,2,,,JQ,,FALSE,TRUE,TRUE,TRUE,2,2,6,3,0,0,0,0,H
9,1,2,1,1,QJ,J,,J,TRUE,FALSE,TRUE,FALSE,2,5,3,3,0,0,1,0,S
9,2,1,1,2,QJ,,,,FALSE,TRUE,TRUE,TRUE,4,5,1,3,0,0,1,0,S
11,1,2,1,3,J,QJ,,,TRUE,FALSE,TRUE,FALSE,1,7,3,2,0,0,0,0,H
9,2,1,1,1,,JQ,,JJ,FALSE,FALSE,TRUE,TRUE,4,2,4,3,0,0,0,1,H
10,1,3,2,0,J,,Q,Q,TRUE,TRUE,FALSE,FALSE,2,6,1,4,0,0,0,0,D
12,2,0,2,3,,J,,QQ,FALSE,TRUE,TRUE,TRUE,5,2,5,1,0,0,1,0,D
8,1,1,1,2,,J,,Q,FALSE,FALSE,TRUE,TRUE,1,1,8,3,0,0,1,0,S
8,2,1,1,2,,J,,,TRUE,FALSE,TRUE,TRUE,3,2,3,5,0,0,0,0,S
10,2,1,2,1,,J,,J,FALSE,TRUE,FALSE,TRUE,1,2,6,4,0,0,0,0,S
8,1,1,2,2,J,Q,,,FALSE,TRUE,TRUE,FALSE,6,2,1,4,0,0,0,0,H
6,1,1,2,2,J,Q,,,FALSE,TRUE,TRUE,FALSE,6,2,1,4,0,0,0,0,H
8,0,1,3,1,,,,Q,FALSE,TRUE,TRUE,FALSE,3,3,4,3,0,0,0,0,S
8,1,1,1,2,,,J,,FALSE,FALSE,TRUE,TRUE,4,5,1,3,0,0,0,0,D
9,1,3,0,2,J,,,,TRUE,FALSE,FALSE,TRUE,3,0,4,6,0,0,1,0,H
10,2,2,0,1,,Q,,J,TRUE,FALSE,TRUE,TRUE,2,4,1,6,0,0,0,1,S
8,3,1,1,1,JQ,,Q,J,FALSE,FALSE,FALSE,TRUE,5,4,2,2,0,0,0,0,D
8,2,2,1,1,J,J,Q,,TRUE,FALSE,FALSE,TRUE,4,3,4,2,0,1,0,0,H
8,2,1,2,2,Q,,J,,FALSE,TRUE,FALSE,TRUE,3,1,2,7,0,0,0,0,S
10,2,1,2,2,Q,,J,,FALSE,TRUE,FALSE,TRUE,5,3,5,0,0,0,0,0,D
9,2,1,2,2,Q,,J,,FALSE,TRUE,FALSE,TRUE,3,1,2,7,0,0,0,0,S
12,1,1,1,2,J,J,,J,TRUE,FALSE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
12,1,0,3,2,,,,JJ,FALSE,TRUE,TRUE,FALSE,5,2,4,2,0,0,0,0,H
11,0,2,0,3,,JJ,,Q,TRUE,FALSE,TRUE,FALSE,3,5,2,3,0,0,0,0,S
12,3,0,1,2,,,,,FALSE,FALSE,TRUE,TRUE,5,2,5,1,0,0,0,0,S
8,1,1,2,1,JJ,,,,FALSE,TRUE,TRUE,TRUE,2,3,6,2,0,0,0,1,S
8,1,1,2,1,JJ,,,,FALSE,TRUE,TRUE,TRUE,2,3,6,2,0,0,0,1,S
10,3,1,1,1,,J,,J,FALSE,FALSE,FALSE,TRUE,4,3,4,2,0,0,0,0,S
7,1,1,2,1,,,,J,TRUE,TRUE,FALSE,FALSE,4,1,3,5,0,0,0,0,S
8,1,2,2,0,J,,,,TRUE,TRUE,FALSE,FALSE,5,1,3,4,0,0,0,0,H
10,1,1,1,1,J,J,J,,FALSE,TRUE,TRUE,TRUE,2,7,2,2,1,0,0,0,S
9,1,3,1,1,J,,Q,,TRUE,FALSE,FALSE,TRUE,1,4,4,4,0,0,0,0,S
10,2,1,2,1,,J,J,,FALSE,TRUE,TRUE,TRUE,7,3,2,1,0,0,0,1,S
12,3,1,2,0,,J,,,FALSE,TRUE,FALSE,TRUE,3,3,5,2,0,0,0,0,H
8,1,1,2,2,,KJ,,J,TRUE,TRUE,TRUE,FALSE,3,1,3,6,1,0,0,0,S
12,2,0,3,1,J,,,QJ,FALSE,TRUE,TRUE,TRUE,5,1,5,2,0,0,0,0,C
10,2,1,2,0,,J,,,FALSE,TRUE,FALSE,TRUE,5,3,4,1,0,0,0,0,S
10,3,1,0,1,,J,,K,FALSE,FALSE,TRUE,TRUE,5,3,4,1,0,0,0,0,S
11,1,1,3,0,J,,,,TRUE,TRUE,FALSE,FALSE,4,3,4,2,0,0,0,0,S
10,2,1,1,1,J,,,,TRUE,FALSE,FALSE,TRUE,2,4,1,6,0,0,0,0,S
9,1,0,1,2,,,,,FALSE,TRUE,TRUE,TRUE,3,4,2,4,1,0,0,0,S
9,1,1,2,2,J,Q,,J,FALSE,TRUE,TRUE,FALSE,5,2,4,2,0,0,0,0,S
11,0,2,2,2,,J,,K,TRUE,TRUE,TRUE,FALSE,1,7,3,2,0,0,1,0,S
10,2,2,0,1,K,,JJ,QQQ,TRUE,FALSE,FALSE,TRUE,1,2,3,7,0,0,0,0,H
8,1,1,1,2,,J,JJ,J,TRUE,FALSE,TRUE,FALSE,3,5,3,2,0,0,0,0,H
10,1,1,1,2,,J,JJ,J,TRUE,FALSE,TRUE,FALSE,1,2,4,6,0,0,0,0,C
8,2,1,0,2,,,,,TRUE,FALSE,TRUE,TRUE,4,5,2,2,0,0,0,0,S
10,2,1,0,2,,,,,TRUE,FALSE,TRUE,TRUE,4,5,2,2,0,0,0,0,S
10,1,2,1,1,,,Q,J,TRUE,FALSE,FALSE,TRUE,3,1,7,2,0,0,0,0,D
12,2,1,2,0,JJJ,,,Q,FALSE,TRUE,FALSE,TRUE,3,2,5,3,0,0,0,0,H
9,1,0,2,2,,,,JKJ,FALSE,TRUE,TRUE,FALSE,5,3,4,1,0,0,0,0,H
9,1,0,2,2,,,,JKJ,FALSE,TRUE,TRUE,FALSE,5,3,4,1,0,0,0,0,H
12,2,1,3,1,,,,,FALSE,TRUE,FALSE,TRUE,4,3,4,2,0,0,0,0,H
10,0,2,2,1,J,,,JQ,TRUE,TRUE,TRUE,FALSE,2,4,3,4,0,0,0,0,S
9,1,1,1,2,JJ,,Q,,FALSE,TRUE,TRUE,TRUE,3,2,3,5,0,0,0,0,C
9,0,1,3,1,J,,,J,FALSE,TRUE,TRUE,FALSE,2,5,2,4,0,0,0,0,S
8,0,2,1,2,Q,,,,TRUE,FALSE,TRUE,FALSE,2,1,8,2,0,0,0,0,H
8,0,2,1,2,Q,,,,TRUE,FALSE,TRUE,FALSE,2,1,8,2,0,0,0,0,H
10,1,1,1,2,,,,,TRUE,FALSE,TRUE,FALSE,1,3,4,5,0,0,1,1,H
12,0,3,0,2,,JJ,,,TRUE,FALSE,TRUE,FALSE,4,4,0,5,0,0,1,0,S
6,2,0,2,3,,J,J,Q,FALSE,TRUE,TRUE,TRUE,5,3,0,5,0,0,0,0,D
8,2,0,2,3,,J,J,Q,FALSE,TRUE,TRUE,TRUE,0,5,6,2,0,0,0,0,H
10,2,0,2,3,,J,J,Q,FALSE,TRUE,TRUE,TRUE,5,3,3,2,0,0,0,0,C
6,2,0,2,3,,J,J,Q,FALSE,TRUE,TRUE,TRUE,5,3,0,5,0,0,0,0,D
9,1,1,2,1,J,Q,J,QJJ,TRUE,TRUE,FALSE,FALSE,1,2,6,4,0,1,0,0,C
8,1,1,2,1,J,Q,J,QJJ,TRUE,TRUE,FALSE,FALSE,4,3,3,3,0,1,0,0,H
10,1,1,2,1,J,Q,J,QJJ,TRUE,TRUE,FALSE,FALSE,4,3,3,3,0,1,0,0,H
10,3,2,1,1,QJ,,,,TRUE,FALSE,FALSE,TRUE,6,3,4,0,0,0,0,0,C
8,3,2,1,1,QJ,,,,TRUE,FALSE,FALSE,TRUE,0,5,3,5,0,0,0,0,H
10,3,2,1,1,QJ,,,,TRUE,FALSE,FALSE,TRUE,6,3,4,0,0,0,0,0,C
11,2,1,2,1,J,,,,FALSE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,H
12,2,1,2,0,J,Q,J,,TRUE,TRUE,FALSE,TRUE,6,2,4,1,0,0,0,0,C
9,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,5,2,3,3,0,0,0,0,S
9,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,3,4,2,4,0,0,0,0,D
9,2,2,1,1,,,J,J,TRUE,FALSE,FALSE,TRUE,5,2,3,3,0,0,0,0,S
7,2,1,0,2,,Q,JJ,,FALSE,FALSE,TRUE,TRUE,4,2,1,6,1,0,0,0,S
9,2,1,0,2,,Q,JJ,,FALSE,FALSE,TRUE,TRUE,4,2,1,6,1,0,0,0,S
10,2,2,1,2,,Q,JJ,,FALSE,FALSE,TRUE,TRUE,5,0,5,3,1,0,0,0,H
10,2,2,1,2,,Q,JJ,,FALSE,FALSE,TRUE,TRUE,3,6,3,1,1,0,0,0,C
8,1,1,1,1,QJ,,,,TRUE,TRUE,FALSE,TRUE,3,4,3,3,0,0,0,0,D
7,1,1,1,1,QJ,,,,TRUE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
8,1,1,1,1,QJ,,,,TRUE,TRUE,FALSE,TRUE,2,3,3,5,0,0,0,0,H
8,1,1,1,1,QJ,,,,TRUE,TRUE,FALSE,TRUE,6,3,3,1,0,0,0,0,S
10,1,2,2,0,Q,J,J,J,TRUE,TRUE,FALSE,FALSE,2,6,2,3,0,0,0,0,D
11,1,2,1,2,J,J,,,TRUE,FALSE,TRUE,FALSE,0,7,3,3,0,0,0,0,H
8,2,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,4,3,1,5,0,0,0,0,H
8,2,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,4,3,1,5,0,0,0,0,H
7,2,2,0,1,J,,,JQ,TRUE,FALSE,TRUE,TRUE,5,2,4,2,0,0,0,0,H
8,2,2,0,1,J,,,JQ,TRUE,FALSE,TRUE,TRUE,4,4,2,3,0,0,0,0,S
8,2,2,0,1,J,,,JQ,TRUE,FALSE,TRUE,TRUE,4,4,2,3,0,0,0,0,S
11,1,1,2,1,,J,,Q,TRUE,TRUE,FALSE,FALSE,2,2,7,2,1,0,0,0,H
11,2,2,1,0,,,,,TRUE,FALSE,FALSE,TRUE,4,3,5,1,0,0,0,0,S
12,2,0,3,2,J,,,J,FALSE,TRUE,TRUE,FALSE,1,3,7,2,0,0,0,0,C
9,1,1,0,2,,J,J,,TRUE,FALSE,TRUE,TRUE,1,5,3,4,0,1,1,0,S
